trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
737,False,"{'a': 0.5, 'e': 0.10955608830096172}",30,19,19.439887132105895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.10922742003605884}",25,11,22.347341354113542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.10889973777595066}",20,5,16.231544390922267,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.10857303856262282}",25,13,9.37271517699672,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.10824731944693494}",20,10,13.536228604455458,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.10792257748859414}",20,6,17.848677651722646,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.10759880975612836}",20,9,9.309636462562604,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.10727601332685997}",20,14,16.31167237494493,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.10695418528687939}",25,5,9.782677784149945,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.10663332273101875}",25,3,34.9219688421137,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.1063134227628257}",20,8,19.8042009077873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.10599448249453722}",20,6,28.328666124480467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.1056764990470536}",25,14,22.71230860301632,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.10535946954991245}",20,12,9.992473392942086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.10504339114126271}",25,15,17.106400696504462,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.10472826096783892}",25,12,25.068381927823157,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.10441407618493541}",20,0,10.790763958540328,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.1041008339563806}",25,11,24.349492507245056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.10378853145451146}",25,19,11.814143513352057,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.10347716586014792}",25,9,14.804924183067339,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.10316673436256747}",20,8,26.13197734305363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.10285723415947977}",25,16,16.12216785132363,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5, 'e': 0.10254866245700132}",30,10,-19.95963236801115,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
760,False,"{'a': 0.5, 'e': 0.10224101646963032}",30,2,35.32817690760585,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.10193429342022144}",20,16,8.249818008451975,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.10162849053996077}",25,10,22.968536861404896,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.10132360506834089}",25,8,19.362553012205264,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.10101963425313587}",35,18,18.604549244999465,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.10071657535037647}",20,0,9.04969824350603,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.10041442562432533}",30,7,40.91510208159662,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.10011318234745235}",20,0,17.096277951010922,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
768,False,"{'a': 0.5, 'e': 0.09981284280041}",30,21,8.453403138702612,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.09951340427200876}",30,16,23.85898544414794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.09921486405919273}",25,14,18.962167503010797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.5, 'e': 0.09891721946701516}",20,16,9.240033816493455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.09862046780861412}",20,3,30.750093706399944,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.09832460640518827}",25,9,-11.48608900701042,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.0980296325859727}",25,17,12.354808757155256,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.09773554368821478}",25,7,27.90913924058126,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.09744233705715015}",20,11,12.34805564406996,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.09715001004597869}",20,11,13.702924956884733,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.09685856001584076}",20,16,6.039476617983164,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.09656798433579324}",30,18,20.9963064232981,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.09627828038278585}",30,18,8.0812408096264,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.5, 'e': 0.09598944554163749}",20,5,13.26635533962633,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.09570147720501258}",20,14,12.936977943333154,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.5, 'e': 0.09541437277339755}",20,7,11.026653227628316,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.09512812965507736}",20,12,12.3512077873072,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.5, 'e': 0.09484274526611212}",30,9,33.587683611053436,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.09455821703031378}",25,16,14.198134838451264,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.5, 'e': 0.09427454237922285}",20,10,20.86616078385006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5, 'e': 0.09399171875208517}",20,1,29.986287970377838,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.5, 'e': 0.09370974359582891}",20,2,9.259359933390218,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
790,False,"{'a': 0.5, 'e': 0.09342861436504143}",20,0,13.863490246016307,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
791,False,"{'a': 0.5, 'e': 0.09314832852194631}",20,14,10.417550592096612,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.5, 'e': 0.09286888353638047}",35,14,19.471252650755996,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.09259027688577133}",30,18,19.34421763859104,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.09231250605511401}",30,12,5.1853605581544056,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
795,False,"{'a': 0.5, 'e': 0.09203556853694866}",25,11,26.880902987612288,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.09175946183133782}",20,5,-19.950000955705075,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
797,False,"{'a': 0.5, 'e': 0.0914841834458438}",25,18,12.517699779935914,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.09120973089550628}",25,10,25.522236000041588,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.09093610170281975}",20,8,5.808005392895687,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.0906632933977113}",35,24,22.169141620507055,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.09039130351751816}",20,8,-25.768994765345003,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
802,False,"{'a': 0.5, 'e': 0.09012012960696561}",25,3,22.888333842283842,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.08984976921814472}",20,2,30.273933118981276,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.5, 'e': 0.08958021991049028}",25,7,30.17191771860161,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.08931147925075882}",30,15,18.775690844138765,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.5, 'e': 0.08904354481300653}",20,14,14.415613265853894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.5, 'e': 0.0887764141785675}",30,16,26.342434607512207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.5, 'e': 0.08851008493603181}",25,16,19.36515676582838,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.08824455468122372}",25,10,-13.961107558669623,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
810,False,"{'a': 0.5, 'e': 0.08797982101718003}",30,10,34.588427612114174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.5, 'e': 0.0877158815541285}",25,18,14.500439789442474,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.5, 'e': 0.08745273390946612}",35,17,22.023685992072025,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.5, 'e': 0.08719037570773772}",20,8,21.254833590524186,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.5, 'e': 0.0869288045806145}",25,8,10.660646929834186,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.08666801816687265}",20,9,21.819999448506636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.5, 'e': 0.08640801411237205}",25,6,-22.070703891077184,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 1}",1
817,False,"{'a': 0.5, 'e': 0.08614879007003493}",20,14,8.84218725118594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.5, 'e': 0.08589034369982482}",30,17,22.97860593910893,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.5, 'e': 0.08563267266872535}",20,12,2.7882379058254347,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
820,False,"{'a': 0.5, 'e': 0.08537577465071917}",30,16,23.427888834571093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.08511964732676701}",25,8,27.03181411886728,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.08486428838478671}",25,11,26.859033569962726,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.08460969551963235}",30,14,4.40849216486995,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
824,False,"{'a': 0.5, 'e': 0.08435586643307345}",20,10,-5.551442470855726,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
825,False,"{'a': 0.5, 'e': 0.08410279883377424}",25,20,8.661167738065839,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.08385049043727291}",20,12,12.299501950330068,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.5, 'e': 0.08359893896596109}",20,7,25.7659240954981,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.0833481421490632}",30,20,15.905152385386504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.08309809772261602}",20,13,11.622367736225156,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.08284880342944817}",30,23,12.710253171134278,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.08260025701915982}",20,13,13.328085770493171,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.08235245624810235}",30,14,16.286109497843125,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.08210539887935804}",20,13,15.648906574822094,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.08185908268271996}",25,5,27.54380389761532,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.0816135054346718}",30,16,26.173828947977864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.08136866491836779}",20,9,19.77632499388178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.08112455892361269}",30,5,1.675346640646666,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
838,False,"{'a': 0.5, 'e': 0.08088118524684185}",25,7,22.315780262603933,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
839,False,"{'a': 0.5, 'e': 0.08063854169110132}",20,15,7.760928057163408,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.5, 'e': 0.08039662606602802}",25,11,23.891721390384593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.08015543618782993}",30,1,42.326926331991096,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.07991496987926644}",20,3,2.895823133575621,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.07967522496962864}",20,15,10.43288119784254,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.07943619929471976}",20,7,24.801340562011333,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.0791978906968356}",20,10,4.841438708165174,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.0789602970247451}",25,7,-12.280754972603896,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
847,False,"{'a': 0.5, 'e': 0.07872341613367086}",25,17,14.900693922866799,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.07848724588526984}",25,11,0.7715586499974971,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.07825178414761404}",20,15,9.641627879778945,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.07801702879517118}",20,15,8.10429686051723,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.07778297770878567}",20,16,6.76446627752075,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.07754962877565931}",30,5,38.61678860951915,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.07731697988933234}",25,12,21.411618266045842,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.07708502894966435}",20,0,28.662445527200884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.07685377386281535}",25,13,25.635845797436627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.0766232125412269}",25,10,28.321827903484678,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.07639334290360322}",30,16,24.941504841279748,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.07616416287489242}",30,0,43.908877907414904,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
859,False,"{'a': 0.5, 'e': 0.07593567038626774}",25,7,28.45403544748737,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.07570786337510893}",25,2,43.942922974700124,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.0754807397849836}",20,13,-10.90796268804007,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.07525429756562865}",25,11,15.417469431225381,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.07502853467293176}",30,22,15.813097689594862,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.07480344906891297}",20,7,18.830783773511563,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.07457903872170624}",20,13,7.38317229854985,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.07435530160554112}",25,20,10.758389645421278,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.07413223570072448}",30,13,33.33239316326277,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.07390983899362231}",25,15,16.95125302410259,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.07368810947664145}",20,12,15.849487054602609,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.07346704514821152}",20,13,12.706071608212927,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.07324664401276688}",20,6,29.381324478385544,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.0730269040807286}",20,6,22.463817678805583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.0728078233684864}",20,12,15.467454533239973,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.07258939989838094}",25,11,-14.27741480389852,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
875,False,"{'a': 0.5, 'e': 0.0723716316986858}",30,19,21.880148809234175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.07215451680358974}",30,13,31.18961821403758,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.07193805325317897}",25,13,23.33396374888236,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.07172223909341943}",25,11,-2.242613289394254,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.07150707237613918}",30,13,26.442186500219222,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.07129255115901076}",20,7,-9.932063454097863,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.07107867350553372}",25,14,18.662314189674664,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.07086543748501713}",25,15,16.545644341734462,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.07065284117256207}",30,13,31.072594446816467,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.07044088264904438}",20,10,7.574309164427521,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.07022956000109726}",25,3,-1.8204378421506169,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.07001887132109397}",20,5,24.546464011941396,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.06980881470713068}",20,16,7.991383740151549,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.06959938826300929}",25,11,27.65227990626319,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.06939059009822027}",30,17,25.361657483703315,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.0691824183279256}",20,12,9.202317102402453,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.06897487107294183}",25,13,23.252909049420545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.06876794645972299}",25,19,-0.12239899460904513,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.06856164262034382}",25,14,21.248745061303673,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.0683559576924828}",20,13,-8.767944841554392,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.06815088981940534}",20,11,-5.895131684566934,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.06794643714994714}",25,12,21.6792647287468,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.06774259783849729}",20,2,29.923587121755123,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.0675393700449818}",20,11,4.632829380129078,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.06733675193484685}",30,18,21.187272657660536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.0671347416790423}",25,10,12.37096300543374,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.06693333745400519}",30,13,32.33213748513495,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.06673253744164317}",20,12,15.387007244244415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.06653233982931823}",20,6,24.84003224979431,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.06633274280983029}",30,19,20.909149334934124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.0661337445814008}",25,19,11.92600486142701,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.06593534334765659}",30,16,25.612755555155932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.06573753731761361}",25,4,1.0692271106943085,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.06554032470566078}",20,2,25.724919690846576,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.0653437037315438}",30,13,21.919998113617165,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.06514767262034916}",30,13,29.702463899702582,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.06495222960248812}",25,15,5.267515710049361,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.06475737291368065}",20,11,3.7893474497043824,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.06456310079493961}",20,11,17.149115507463925,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.06436941149255479}",20,9,-0.09252868775881584,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.06417630325807713}",25,10,29.6923586266268,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.0639837743483029}",20,9,23.89517875537546,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.5, 'e': 0.06379182302525799}",25,8,15.990391474599107,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.06360044755618222}",35,6,45.8931764749029,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.06340964621351367}",20,11,4.734734634370292,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.06321941727487312}",35,16,36.91893650547638,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 0.0630297590230485}",25,7,32.479346378974384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
