trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.3329875085958888}",20,16,8.318662365367356,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.33198854607010114}",20,15,3.222214020663582,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.33099258043189084}",25,16,16.555253941101146,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.3299996026905952}",25,11,-21.965175694275374,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
371,False,"{'a': 0.5, 'e': 0.32900960388252337}",25,16,16.089812928651387,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.3280225750708758}",30,15,20.519628101129488,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.3270385073456632}",20,10,-12.46346754580521,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.3260573918236262}",20,10,0.8975323045479735,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.3250792196481553}",20,10,0.9706101383664323,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.32410398198921087}",20,0,14.20174192559313,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.3231316700432432}",20,12,-39.74514368258604,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
378,False,"{'a': 0.5, 'e': 0.32216227503311345}",20,4,-39.87769060347045,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
379,False,"{'a': 0.5, 'e': 0.32119578820801414}",20,14,-9.868139662073418,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.3202322008433901}",35,22,-4.918675915814404,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.3192715042408599}",20,12,-10.642291823787263,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.31831368972813734}",20,7,16.566426548885666,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.3173587486589529}",30,23,14.748094936703708,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.31640667241297604}",25,3,-26.30232430832735,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
385,False,"{'a': 0.5, 'e': 0.31545745239573714}",25,0,-23.085156200569283,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
386,False,"{'a': 0.5, 'e': 0.31451108003854994}",20,0,-171.21964424384933,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 4}",0
387,False,"{'a': 0.5, 'e': 0.3135675467984343}",20,3,5.600433165285484,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.312626844158039}",25,7,-17.188635265414966,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.31168896362556486}",20,14,10.949600745200504,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.3107538967346882}",25,3,24.652813897246418,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.3098216350444841}",20,0,15.716520695833076,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
392,False,"{'a': 0.5, 'e': 0.30889217013935066}",25,15,7.4618861860275985,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.3079654936289326}",20,10,-4.361412066568935,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.3070415971480458}",20,6,13.680769012737061,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.30612047235660167}",20,15,-3.183402150731011,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.30520211093953187}",30,18,17.140376807515143,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.30428650460671325}",25,18,13.927510904129843,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.3033736450928931}",20,4,-21.090501043322938,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.5, 'e': 0.30246352415761446}",20,2,-39.25083610149692,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
400,False,"{'a': 0.5, 'e': 0.3015561335851416}",20,6,-43.77223955722869,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
401,False,"{'a': 0.5, 'e': 0.3006514651843862}",25,13,12.554319764540567,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.299749510788833}",20,6,-3.5478366495689615,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.2988502622564665}",25,12,-26.667799092276454,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
404,False,"{'a': 0.5, 'e': 0.2979537114696971}",30,14,-29.22997307943263,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
405,False,"{'a': 0.5, 'e': 0.29705985033528803}",30,0,-19.001910547259424,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
406,False,"{'a': 0.5, 'e': 0.29616867078428216}",20,11,-15.390735189118557,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.2952801647719293}",20,6,24.275414854855974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.29439432427761353}",20,2,-15.636644865642525,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
409,False,"{'a': 0.5, 'e': 0.2935111413047807}",25,9,-18.87178421345702,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
410,False,"{'a': 0.5, 'e': 0.2926306078808663}",20,12,17.441718111655923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.29175271605722375}",20,11,17.333871855625283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.29087745790905206}",25,0,6.907094843175918,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.2900048255353249}",25,12,24.66798223406519,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.2891348110587189}",20,6,27.872812441750046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.2882674066255428}",25,17,14.476137638027103,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.2874026044056661}",30,20,19.277173685831833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.2865403965924491}",20,3,-0.4440583379298675,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.2856807754026718}",20,15,2.8678724833273574,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.28482373307646375}",20,0,-33.9093638408223,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
420,False,"{'a': 0.5, 'e': 0.28396926187723437}",20,0,-24.432981219789603,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
421,False,"{'a': 0.5, 'e': 0.28311735409160266}",20,1,18.705613149357116,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.2822680020293279}",20,4,11.819031044436255,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.2814211980232399}",30,15,-42.72786565246787,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
424,False,"{'a': 0.5, 'e': 0.28057693442917014}",25,17,-25.870346106047265,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
425,False,"{'a': 0.5, 'e': 0.27973520362588267}",20,16,5.629539501046584,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.27889599801500503}",20,13,8.771674042968785,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.27805931002095996}",25,0,16.65917988844912,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.2772251320908971}",25,0,19.039051204148176,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
429,False,"{'a': 0.5, 'e': 0.2763934566946244}",20,2,-13.233804045920017,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
430,False,"{'a': 0.5, 'e': 0.27556427632454056}",20,6,9.400133656371217,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.27473758349556693}",20,8,19.503499295849192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.2739133707450802}",25,10,-16.89188758378543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
433,False,"{'a': 0.5, 'e': 0.273091630632845}",20,0,-28.552168690024097,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
434,False,"{'a': 0.5, 'e': 0.27227235574094644}",20,12,-0.3644004728951451,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.2714555386737236}",20,1,-23.86685748527588,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
436,False,"{'a': 0.5, 'e': 0.27064117205770244}",25,4,20.183350361835796,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.26982924854152934}",30,0,19.914488313343472,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.2690197607959047}",20,16,6.828235291060409,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.268212701513517}",30,12,-27.269645323876166,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
440,False,"{'a': 0.5, 'e': 0.2674080634089765}",20,11,-27.592136213206945,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.26660583921874953}",25,13,10.290513449343242,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.2658060217010933}",20,6,10.018306936516598,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.26500860363599}",20,2,20.46612320771035,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.26421357782508204}",25,5,-27.31040566449055,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
445,False,"{'a': 0.5, 'e': 0.2634209370916068}",30,0,1.2200984590552624,"{0: 25, 1: 4, 2: 0, 3: 1, 4: 0}",0
446,False,"{'a': 0.5, 'e': 0.262630674280332}",20,0,22.12750781965544,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
447,False,"{'a': 0.5, 'e': 0.26184278225749097}",25,11,26.745818293499916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.2610572539107185}",25,3,10.160475030393984,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.26027408214898634}",20,9,-29.9248458501119,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
450,False,"{'a': 0.5, 'e': 0.25949325990253935}",30,11,23.25612254555172,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.2587147801228318}",20,0,-12.63118196819937,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
452,False,"{'a': 0.5, 'e': 0.2579386357824633}",20,9,2.602606611465001,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.25716481987511586}",20,16,7.102413323856382,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.25639332541549054}",25,0,2.59085855544479,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
455,False,"{'a': 0.5, 'e': 0.25562414543924405}",25,13,4.912540148577207,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.2548572730029263}",35,24,6.795240332293681,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.2540927011839175}",30,8,-66.87296229078625,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
458,False,"{'a': 0.5, 'e': 0.2533304230803658}",20,6,22.908860728137867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.2525704318111247}",25,9,25.9198352049987,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.2518127205156913}",20,6,14.292074847359096,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.25105728235414426}",25,3,-19.138767920052572,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
462,False,"{'a': 0.5, 'e': 0.2503041105070818}",30,23,10.126537080979558,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.24955319817556057}",30,20,-8.044343640461987,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.24880453858103388}",20,12,-37.26142604965287,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
465,False,"{'a': 0.5, 'e': 0.24805812496529078}",25,19,10.460332761936609,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.2473139505903949}",20,13,7.401446283172587,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.24657200873862373}",25,9,1.8101813065138934,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.24583229271240783}",30,8,14.164303598948708,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.24509479583427063}",25,11,3.4441251831843207,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.24435951144676782}",20,0,-33.900266713457995,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
471,False,"{'a': 0.5, 'e': 0.2436264329124275}",25,19,11.68501942336909,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.24289555361369022}",20,0,-20.35892385806725,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
473,False,"{'a': 0.5, 'e': 0.24216686695284914}",25,1,-3.376685388065679,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.2414403663519906}",20,0,-21.031402953291654,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
475,False,"{'a': 0.5, 'e': 0.24071604525293464}",30,16,12.90392923968021,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.23999389711717584}",25,17,-7.3620840924102,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.2392739154258243}",20,6,17.168600995960325,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.23855609367954683}",25,6,-35.368696551312205,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
479,False,"{'a': 0.5, 'e': 0.2378404253985082}",30,8,-59.82268013380147,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 1}",1
480,False,"{'a': 0.5, 'e': 0.23712690412231266}",20,3,-9.563202520542488,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.23641552340994573}",30,7,20.51492004247154,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.23570627683971587}",25,16,16.988622718918627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.23499915800919674}",30,15,5.012614286898273,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.23429416053516913}",20,11,14.316983862020857,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.23359127805356364}",20,10,19.380747017421946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.23289050421940294}",20,4,17.054941748536315,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.23219183270674473}",20,14,13.401261651031684,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.2314952572086245}",25,7,2.08309909276759,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.23080077143699862}",25,10,-38.279494629433714,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
490,False,"{'a': 0.5, 'e': 0.23010836912268762}",25,0,7.13206108160573,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
491,False,"{'a': 0.5, 'e': 0.22941804401531957}",25,15,-3.6137020813561476,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.2287297898832736}",20,0,3.9835599626588603,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
493,False,"{'a': 0.5, 'e': 0.2280436005136238}",30,18,14.067169660816806,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.2273594697120829}",25,17,17.289726898739865,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.22667739130294667}",25,15,6.110590088123075,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.22599735912903782}",20,0,25.596853944150126,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
497,False,"{'a': 0.5, 'e': 0.2253193670516507}",25,0,26.617183547785373,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
498,False,"{'a': 0.5, 'e': 0.22464340895049575}",25,16,0.8086930712143334,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.22396947872364426}",25,6,22.461001696223043,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.22329757028747332}",20,11,13.967550185080023,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.22262767757661092}",20,9,-14.801976110459295,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.22195979454388107}",20,12,15.276311904284476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.22129391516024943}",25,13,21.627555248178243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.2206300334147687}",25,15,17.71057189839242,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.21996814331452438}",20,10,5.467661531891228,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.21930823888458081}",25,11,15.549843347336846,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.21865031416792707}",30,13,29.021489432061855,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.2179943632254233}",30,0,-23.135806727510506,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
509,False,"{'a': 0.5, 'e': 0.21734038013574702}",20,2,11.482425650935188,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.21668835899533978}",25,9,30.87745922149309,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.21603829391835375}",20,10,11.897994161141568,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.21539017903659868}",20,14,-0.20524448555170482,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.21474400849948888}",25,11,16.587032643105793,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.21409977647399042}",20,5,25.813913532456915,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.21345747714456845}",30,10,38.3294041475002,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.21281710471313475}",20,16,6.055427523097227,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.21217865339899533}",25,0,-28.999193742571492,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
518,False,"{'a': 0.5, 'e': 0.21154211743879836}",30,8,4.510267177841769,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.21090749108648196}",25,5,20.517701124834772,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.2102747686132225}",30,16,-8.772409677837903,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.20964394430738284}",25,11,-2.24428372248844,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.2090150124744607}",20,13,14.945983430550333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.2083879674370373}",20,1,18.21710757273539,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.2077628035347262}",20,9,7.803962926128221,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.20713951512412201}",25,3,33.468062036835,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.20651809657874964}",20,12,0.740305814814769,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.20589854228901341}",20,13,13.994017072959261,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.20528084666214635}",25,0,-84.65369206868924,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
529,False,"{'a': 0.5, 'e': 0.20466500412215993}",30,18,-1.443841508698601,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.20405100910979346}",20,8,9.709109694341617,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.20343885608246406}",20,14,9.143857827262503,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.20282853951421667}",25,15,18.410078198002502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.20222005389567402}",20,11,-7.39382384736493,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.201613393733987}",30,6,29.57606701079767,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.20100855355278505}",20,1,-23.83115569590988,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.20040552789212668}",30,5,-20.545315410154938,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
537,False,"{'a': 0.5, 'e': 0.1998043113084503}",25,14,19.710835653181963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.19920489837452496}",25,0,34.224532093491,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
539,False,"{'a': 0.5, 'e': 0.19860728367940136}",20,0,-23.52324823030484,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
540,False,"{'a': 0.5, 'e': 0.19801146182836316}",25,10,-26.146765486448015,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
541,False,"{'a': 0.5, 'e': 0.19741742744287807}",25,16,11.943099331030528,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.19682517516054945}",25,4,7.368152005827814,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.1962346996350678}",25,17,15.795435214232516,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.19564599553616258}",25,7,-39.39949160272523,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
545,False,"{'a': 0.5, 'e': 0.1950590575495541}",20,1,22.3065144573513,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.19447388037690544}",25,6,31.869952609847328,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.19389045873577473}",20,10,15.224535165161186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.19330878735956739}",20,12,1.4167413131690039,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.1927288609974887}",20,11,8.194363501780485,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.19215067441449624}",20,7,6.821828271794137,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.19157422239125274}",30,13,6.256058438478658,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
